id,title,description,author,image_url,genre
65,The Impatient Gardener's Lawn Book,"Explains how to grow a green, beautiful lawn and offers advice on fertilizers, watering, and lawn diseases",Jerry Baker,http://books.google.com/books/content?id=h-R4Nt0spJUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Gardening
66,Josef Fuchs on Natural Law (Moral Traditions series),"Appointed by Pope John XXIII to the Pontifical Commission on Population, Family, and Birth, Fuchs ultimately found himself disappointed in his three years of service and spent the next thirty years exploring a broad array of issues pivotal to a reconstruction of Roman Catholic natural law theory. This is the first full-length analysis of Fuchs's efforts. Beginning historically by looking at Fuchs's writings and beliefs before the Pontifical Commission appointment, including his defense of natural law during the ""situation ethics"" debates of the 50s and 60s, the concept of personal salvation, and the status of ""nature"" and ""human nature,"" Graham moves to the intellectual conversion that inspired Fuchs to reconsider his concepts following the commission appointment. From there, Graham engages in a sustained critique of Fuchs's natural theory, addressing both the strengths and weaknesses to be found there and suggest possible avenues of development that would make a positive contribution to the ongoing quest to rehabilitate the Roman Catholic natural law theory that continues to dominate the landscape of moral theology today.",Mark Graham,http://books.google.com/books/content?id=t1KlgtaPokMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Religion
68,The Complete Illustrated Guide to Chinese Medicine: A Comprehensive System for Health and Fitness,"This beautifully illustrated, full-color book explains the basic principles of Chinese medicine, the causes of disharmony in the body that lead to disease and the Chinese approach to diagnosis and treatment.",Tom Williams,http://books.google.com/books/content?id=XMMFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Health & Fitness
70,THE SECULAR CITY -SECULARIZATION AND URBANIZATION IN THEOLOGICAL PERSPECTIVE,"The study of Augustine's political teachings has suffered from a history of misreadings, both ancient and modern. It is only in recent years that the traditional lines of 'Augustinian pessimism' have been opened to question. Scholars have begun to explore the broader lines of Augustine's political thought in his letters and sermons, and thus have been able to place his classic text, The City of God, in its proper context. The essays in this volume take stock of these recent developments and revisit old assumptions about the significance of Augustine of Hippo for political thought. They do so from many different perspectives, examining the anthropological and theological underpinnings of Augustine's thought, his critique of politics, his development of his own political thought, and some of the later manifestations or uses of his thought in the Middle Ages, the Renaissance, and today. This new vision is at once more bracing, more hopeful, and more diverse than earlier readings could have allowed.","John Doody', 'Kim Paffenroth', 'Kevin L. Hughes",http://books.google.com/books/content?id=XcVbAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Religion
71,Audi Quattro: The Complete Story,"The Audi Quattro was the world's first successful four-wheel-drive rally car. It brought new standards to the sport, and inspired many others to copy it. This is the complete story.",Graham Robson,http://books.google.com/books/content?id=3r114-3gRuAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Sports & Recreation
72,Natural Wonders of the World: Converting Measurements to Metric Units (Powermath),"This book explores some of the world's most famous natural wonders, explaining measurements in the U.S. customary system and the metric system.",Kerri O'Donnell,http://books.google.com/books/content?id=B0VgDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Juvenile Nonfiction
73,The book of the lover and the beloved;,A spiritual philosophy which calls our attention to contemplate our connection with God. In this remarkable mystic work Lull shares his personal views about romance with his readers. Splendid and motivating.,"Ramon Llull', 'Kenneth Leech', 'Edgar Allison Peers",http://books.google.com/books/content?id=hHw9AAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Meditations
74,Night World: Daughters Of Darkness,"""There’s something strange about the new girls in town. Briar Creek, Oregon, has never seen anything like the supernatural grace of Rowan, Kestrel, and Jade, three sisters who move into the dilapidated old house next to Mark and Mary-Lynnette Carter""--Publisher.",L.J. Smith,http://books.google.com/books/content?id=c9icDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Juvenile Fiction
75,The Sunday Telegraph 3rd Book of Nonograms,,"Non Ishida', 'James Dalgety",http://books.google.com/books/content?id=IH30GgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Games
76,America at 1750: A Social Portrait,"Demonstrates how the colonies developed into the first nation created under the influences of nationalism, modern capitalism and Protestantism.",Richard Hofstadter,http://books.google.com/books/content?id=uMVMAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,History
77,Death Dream,"The authors probe the phenomenon of ""pre-death dreams,"" delving into culture, history, and psychology to present a multidisciplinary portrait of the visions many people have on the verge of their own deaths.","Kelly Bulkeley', 'Patricia Bulkley",http://books.google.com/books/content?id=3a5HpOPQFD0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Body, Mind & Spirit"
78,Information Theory in Analytical Chemistry (Chemical Analysis: A Series of Monographs on Analytical Chemistry and Its Applications),Demonstrates how the information theory approach to experimental data can be of benefit not only to analytical chemists but to all those using these techniques in the decision making process. Deals with information-theoretic fundamentals as well as with practical aspects. Discusses the system nature of analysis which is of particular importance in multicomponent analysis.,"Karel Eckschlager', 'Klaus Danzer",http://books.google.com/books/content?id=zweOmIV6FQsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Science
79,Alternative Chicago: Unique Destinations Beyond the Magnificent Mile,"""""Alternative Chicago"""" is for the young-at-heart, adventurous, or slightly offbeat Chicago visitor who wants to see more of the city than the homogenous Michigan Avenue shopping district.",Bill Franz,http://books.google.com/books/content?id=GLncjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,History
81,The Civil War Recollections of General Ellis Spear,,Ellis Spear,http://books.google.com/books/content?id=6OZ2AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,History
